Nama Daerah,Detail,Harga,Tipe,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Lantai,Sertifikasi,Alamat Lokasi,Kecamatan,Kota,HGB,"Lainnya (PPJB, Girik, Adat, dll)",SHM
"Setia Budi, Jakarta Selatan",2 KT - 2 KM - 70 m2,1300000000,Rumah,70,60,2,2,2,SHM - Sertifikat Hak Milik,Cluster 02 Grand Wisata Tambun Bekasi,Setia Budi,Jakarta Selatan,0,0,1
"Setia Budi, Jakarta Selatan",3 KT - 2 KM - 60 m2,650000000,Rumah,60,90,3,2,1,SHM - Sertifikat Hak Milik,Vila Indah Permai Kaliabang Bekasi Utara,Setia Budi,Jakarta Selatan,0,0,1
"Cempaka Putih, Jakarta Pusat",2 KT - 1 KM - 40 m2,100000000,Rumah,40,60,2,1,1,SHM - Sertifikat Hak Milik,Tigaraksa Tangerang Perumahan Puri harmoni cikasungka Dekat Stasiun Cikoya Terjangkau Dari Tangerang Dan Jakarta,Cempaka Putih,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 42 m2,504000000,Rumah,42,27,2,2,2,SHM - Sertifikat Hak Milik,Jl keadilan,Taman Sari,Jakarta Barat,0,0,1
"Sawah Besar, Jakarta Pusat",2 KT - 1 KM - 49 m2,1175000000,Rumah,49,96,2,1,1,SHM - Sertifikat Hak Milik,Cluster Danube F3/26 Citra Sentul Raya,Sawah Besar,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",3 KT - 3 KM - 71 m2,895000000,Rumah,71,24,3,3,3,SHM - Sertifikat Hak Milik,Jl. Rawasari,Cempaka Putih,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",1 KT - 2 KM - 40 m2,100000000,Rumah,40,60,1,2,1,SHM - Sertifikat Hak Milik,Tigaraksa Tangerang Perumahan Puri harmoni cikasungka Dekat Stasiun Cikoya Terjangkau Dari Tangerang Dan Jakarta,Cempaka Putih,Jakarta Pusat,0,0,1
"Matraman, Jakarta Timur",5 KT - 2 KM - 98 m2,890000000,Rumah,98,90,5,2,2,SHM - Sertifikat Hak Milik,Jl gang taslim no 04 RT 009 RT 008 RW 010,Matraman,Jakarta Timur,0,0,1
"Taman Sari, Jakarta Barat",9 KT - 5 KM - 454 m2,23000000000,Rumah,454,744,9,5,1,SHM - Sertifikat Hak Milik,Mangga Besar Jakarta Barat,Taman Sari,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",4 KT - 3 KM - 250 m2,2000000000,Rumah,250,100,4,3,3,SHM - Sertifikat Hak Milik,Jembatan 5,Tambora,Jakarta Barat,0,0,1
"Sawah Besar, Jakarta Pusat",2 KT - 2 KM - 63 m2,1500000000,Rumah,63,28,2,2,3,SHM - Sertifikat Hak Milik,Kartini V Dalam no 18,Sawah Besar,Jakarta Pusat,0,0,1
"Tebet, Jakarta Selatan",5 KT - 3 KM - 280 m2,9500000007,Rumah,280,322,5,3,2,HGB - Hak Guna Bangun,Palbatu Menteng Dalam Tebet Jakarta Selatan,Tebet,Jakarta Selatan,1,0,0
"Menteng, Jakarta Pusat",3 KT - 2 KM - 160 m2,1500000000,Rumah,160,90,3,2,2,SHM - Sertifikat Hak Milik,Cimanggis,Menteng,Jakarta Pusat,0,0,1
"Kemayoran, Jakarta Pusat",3 KT - 2 KM - 110 m2,1100000000,Rumah,110,70,3,2,2,SHM - Sertifikat Hak Milik,Kebon Kosong Kemayoran,Kemayoran,Jakarta Pusat,0,0,1
"Menteng, Jakarta Pusat",3 KT - 3 KM - 300 m2,2800000000,Rumah,300,190,3,3,2,SHM - Sertifikat Hak Milik,Cibubur,Menteng,Jakarta Pusat,0,0,1
"Menteng, Jakarta Pusat",4 KT - 4 KM - 325 m2,2850000000,Rumah,325,200,4,4,1,SHM - Sertifikat Hak Milik,Cibubur,Menteng,Jakarta Pusat,0,0,1
"Tanah Abang, Jakarta Pusat",3 KT - 1 KM - 120 m2,7000000000,Rumah,120,187,3,1,1,SHM - Sertifikat Hak Milik,Jl Bendungan Asahan IV,Tanah Abang,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 1 KM - 37 m2,497600000,Rumah,37,22,2,1,2,SHM - Sertifikat Hak Milik,Jalan Keadilan Jakarta Barat,Taman Sari,Jakarta Barat,0,0,1
"Cempaka Putih, Jakarta Pusat",3 KT - 2 KM - 77 m2,1395000000,Rumah,77,39,3,2,2,SHM - Sertifikat Hak Milik,Jalan Cempaka Putih Tengah26 Jakarta Pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Kemayoran, Jakarta Pusat",2 KT - 2 KM - 39 m2,473000000,Rumah,39,20,2,2,2,SHM - Sertifikat Hak Milik,Jl Industri 2,Kemayoran,Jakarta Pusat,0,0,1
"Tebet, Jakarta Selatan",2 KT - 2 KM - 100 m2,3000000000,Rumah,100,142,2,2,1,SHM - Sertifikat Hak Milik,tebet Timur Dalam,Tebet,Jakarta Selatan,0,0,1
"Setia Budi, Jakarta Selatan",2 KT - 1 KM - 45 m2,515000000,Rumah,45,61,2,1,1,SHM - Sertifikat Hak Milik,"Taruma Jaya, Bekasi",Setia Budi,Jakarta Selatan,0,0,1
"Setia Budi, Jakarta Selatan",4 KT - 4 KM - 126 m2,2500000000,Rumah,126,108,4,4,2,SHM - Sertifikat Hak Milik,"Jl. Colony Himalaya Lippo Central Karawaci Tangerang. 
Info lengkap dan Booking Fee  hubungi : 0813 1070 4790",Setia Budi,Jakarta Selatan,0,0,1
"Gambir, Jakarta Pusat",4 KT - 4 KM - 126 m2,2500000000,Rumah,126,108,4,4,2,SHM - Sertifikat Hak Milik,"Jl. Colony Himalaya Lippo Central Karawaci Tangerang. 
Info lengkap dan Booking Fee  hubungi : 0813 1070 4790",Gambir,Jakarta Pusat,0,0,1
"Kemayoran, Jakarta Pusat",3 KT - 3 KM - 70 m2,850000000,Rumah,70,60,3,3,2,SHM - Sertifikat Hak Milik,Cibubur,Kemayoran,Jakarta Pusat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 80 m2,600000000,Rumah,80,40,2,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Kampung baru,Palmerah,Jakarta Barat,0,1,0
"Cempaka Putih, Jakarta Pusat",2 KT - 1 KM - 110 m2,700000000,Rumah,110,58,2,1,2,SHM - Sertifikat Hak Milik,Unknown,Cempaka Putih,Jakarta Pusat,0,0,1
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,818000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Jl. Pisangan Baru Raya,Matraman,Jakarta Timur,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 41 m2,499100000,Rumah,41,22,2,2,2,SHM - Sertifikat Hak Milik,Jl. Taman Sari III,Taman Sari,Jakarta Barat,0,0,1
"Cempaka Putih, Jakarta Pusat",3 KT - 2 KM - 73 m2,972500000,Rumah,73,23,3,2,3,SHM - Sertifikat Hak Milik,Jl Rawa Sari Dekat Grand Pramuka Jakarta Pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 39 m2,490000000,Rumah,39,20,2,2,2,SHM - Sertifikat Hak Milik,Jalan Taman Sari,Taman Sari,Jakarta Barat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 20 m2,490000000,Rumah,20,39,2,2,2,SHM - Sertifikat Hak Milik,"Jalan Taman Sari 3 , kec. Taman Sari, Jakarta Barat",Taman Sari,Jakarta Barat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 47 m2,590000000,Rumah,47,24,2,2,2,SHM - Sertifikat Hak Milik,Jl taman sari II,Taman Sari,Jakarta Barat,0,0,1
"Tebet, Jakarta Selatan",5 KT - 2 KM - 473 m2,670000000,Rumah,473,434,5,2,1,SHM - Sertifikat Hak Milik,Jalan tekukur jakarta selatan,Tebet,Jakarta Selatan,0,0,1
"Taman Sari, Jakarta Barat",5 KT - 4 KM - 486 m2,8500000000,Rumah,486,209,5,4,3,SHM - Sertifikat Hak Milik,Mangga Besar Jakarta Barat,Taman Sari,Jakarta Barat,0,0,1
"Cempaka Putih, Jakarta Pusat",4 KT - 5 KM - 255 m2,6000000000,Rumah,255,150,4,5,1,SHM - Sertifikat Hak Milik,Cempaka Putih Jakarta Pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",4 KT - 4 KM - 130 m2,3300000000,Rumah,130,107,4,4,1,SHM - Sertifikat Hak Milik,Percetakan Negara Jakarta Pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Johar Baru, Jakarta Pusat",3 KT - 1 KM - 108 m2,3400000000,Rumah,108,132,3,1,1,SHM - Sertifikat Hak Milik,Jalan Raya Johar Baru Jakarta Pusat,Johar Baru,Jakarta Pusat,0,0,1
"Senen, Jakarta Pusat",4 KT - 2 KM - 180 m2,3800000000,Rumah,180,195,4,2,2,SHM - Sertifikat Hak Milik,KALIBARU TIMUR SENEN JAKPUS,Senen,Jakarta Pusat,0,0,1
"Senen, Jakarta Pusat",4 KT - 4 KM - 217 m2,1500000000,Rumah,217,117,4,4,3,SHM - Sertifikat Hak Milik,Jl. Kramat pulo dalem 1 no.148,Senen,Jakarta Pusat,0,0,1
"Palmerah, Jakarta Barat",1 KT - 1 KM - 37 m2,320000000,Rumah,37,38,1,1,1,"Lainnya (PPJB, Girik, Adat, dll)",Jl palmerah jakarta barat,Palmerah,Jakarta Barat,0,1,0
"Matraman, Jakarta Timur",5 KT - 3 KM - 199 m2,3500000000,Rumah,199,308,5,3,1,HGB - Hak Guna Bangun,Utan Kayu Jakarta Timur,Matraman,Jakarta Timur,1,0,0
"Tebet, Jakarta Selatan",2 KT - 2 KM - 50 m2,595000000,Rumah,50,40,2,2,2,SHM - Sertifikat Hak Milik,Cilodong Depok,Tebet,Jakarta Selatan,0,0,1
"Tebet, Jakarta Selatan",5 KT - 5 KM - 200 m2,6000000000,Rumah,200,122,5,5,2,SHM - Sertifikat Hak Milik,Tebet barat,Tebet,Jakarta Selatan,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 44 m2,542800000,Rumah,44,28,2,2,2,SHM - Sertifikat Hak Milik,Jl Ke Adilan,Taman Sari,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",2 KT - 1 KM - 90 m2,875000000,Rumah,90,45,2,1,1,"Lainnya (PPJB, Girik, Adat, dll)",JL. Krendang Selatan RT.002 RW.007 No. 15 - Jakarta 11260,Tambora,Jakarta Barat,0,1,0
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,818000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Matraman Jakarta Timur,Matraman,Jakarta Timur,0,0,1
"Cempaka Putih, Jakarta Pusat",7 KT - 6 KM - 500 m2,12900000000,Rumah,500,343,7,6,2,SHM - Sertifikat Hak Milik,Cempaka Putih,Cempaka Putih,Jakarta Pusat,0,0,1
"Johar Baru, Jakarta Pusat",2 KT - 1 KM - 60 m2,670000000,Rumah,60,20,2,1,3,SHM - Sertifikat Hak Milik,Percetakan negara,Johar Baru,Jakarta Pusat,0,0,1
"Johar Baru, Jakarta Pusat",2 KT - 2 KM - 40 m2,350000000,Rumah,40,20,2,2,2,SHM - Sertifikat Hak Milik,Jalan percetakan negara,Johar Baru,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",3 KT - 2 KM - 78 m2,1390000000,Rumah,78,76,3,2,2,SHM - Sertifikat Hak Milik,Jalan Raya Pondok Kelapa,Cempaka Putih,Jakarta Pusat,0,0,1
"Tebet, Jakarta Selatan",3 KT - 1 KM - 135 m2,3000000000,Rumah,135,135,3,1,1,HGB - Hak Guna Bangun,Tebet Barat Jakarta Selatan,Tebet,Jakarta Selatan,1,0,0
"Tomang, Jakarta Barat",5 KT - 3 KM - 272 m2,9000000000,Rumah,272,272,5,3,1,SHM - Sertifikat Hak Milik,Jl. Gelong Baru Utara IIE,Tomang,Jakarta Barat,0,0,1
"Gambir, Jakarta Pusat",3 KT - 2 KM - 300 m2,15000000000,Rumah,300,300,3,2,1,SHM - Sertifikat Hak Milik,Senen Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Kemayoran, Jakarta Pusat",3 KT - 2 KM - 100 m2,850000000,Rumah,100,50,3,2,2,SHM - Sertifikat Hak Milik,Jalan lancar 4 no.1 a,Kemayoran,Jakarta Pusat,0,0,1
"Tanah Abang, Jakarta Pusat",3 KT - 2 KM - 90 m2,4500000000,Rumah,90,90,3,2,2,SHM - Sertifikat Hak Milik,Jalan Bendungan Asahan 1,Tanah Abang,Jakarta Pusat,0,0,1
"Kemayoran, Jakarta Pusat",3 KT - 1 KM - 80 m2,1900000000,Rumah,80,118,3,1,1,SHM - Sertifikat Hak Milik,"Jl. Taruna II RT 9 RW 3, Serdang, Kemayoran",Kemayoran,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 39 m2,490000000,Rumah,39,20,2,2,2,SHM - Sertifikat Hak Milik,"Jl. Tamansari 3, Maphar, kec. Tamansari, Jakarta Barat",Taman Sari,Jakarta Barat,0,0,1
"Taman Sari, Jakarta Barat",4 KT - 2 KM - 260 m2,4500000000,Rumah,260,182,4,2,2,HGB - Hak Guna Bangun,Kampung Jawa - Krukut,Taman Sari,Jakarta Barat,1,0,0
"Tomang, Jakarta Barat",3 KT - 2 KM - 100 m2,3700000000,Rumah,100,190,3,2,2,SHM - Sertifikat Hak Milik,"Rawa Kepa -, Jakarta Barat",Tomang,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",3 KT - 2 KM - 120 m2,950000000,Rumah,120,88,3,2,2,SHM - Sertifikat Hak Milik,Jembatan Lima Jalarta Barat,Tambora,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",3 KT - 4 KM - 182 m2,2000000000,Rumah,182,61,3,4,3,HGB - Hak Guna Bangun,Jembatan Lima - Jakarta Barat,Tambora,Jakarta Barat,1,0,0
"Gambir, Jakarta Pusat",7 KT - 3 KM - 300 m2,11000000000,Rumah,300,407,7,3,1,SHM - Sertifikat Hak Milik,Petojo Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",5 KT - 3 KM - 403 m2,12000000000,Rumah,403,470,5,3,1,"Lainnya (PPJB, Girik, Adat, dll)",Gajah Mada,Taman Sari,Jakarta Barat,0,1,0
"Gambir, Jakarta Pusat",5 KT - 5 KM - 450 m2,3700000000,Rumah,450,178,5,5,3,SHM - Sertifikat Hak Milik,Petojo Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",4 KT - 4 KM - 377 m2,12000000000,Rumah,377,800,4,4,3,SHM - Sertifikat Hak Milik,Petojo Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",4 KT - 4 KM - 230 m2,3800000000,Rumah,230,140,4,4,2,SHM - Sertifikat Hak Milik,Petojo - Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 1 KM - 37 m2,497600000,Rumah,37,22,2,1,2,SHM - Sertifikat Hak Milik,Jl Keadilan 1 jakarta barat,Taman Sari,Jakarta Barat,0,0,1
"Kemayoran, Jakarta Pusat",6 KT - 4 KM - 250 m2,10000000000,Rumah,250,417,6,4,1,SHM - Sertifikat Hak Milik,Jl mantri raya no f82/224,Kemayoran,Jakarta Pusat,0,0,1
"Tanah Abang, Jakarta Pusat",4 KT - 2 KM - 128 m2,638000000,Rumah,128,64,4,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Jl. Petamburan 5 RT.08/08 No. 17 Kecamatan: Tanah Abang Kelurahan: Petamburan Jakarta - Pusat,Tanah Abang,Jakarta Pusat,0,1,0
"Gambir, Jakarta Pusat",1 KT - 2 KM - 91 m2,450000000,Rumah,91,39,1,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Duri Jakarta Barat,Gambir,Jakarta Pusat,0,1,0
"Gambir, Jakarta Pusat",2 KT - 2 KM - 140 m2,2300000000,Rumah,140,84,2,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Gajah Mada Jakarta Kota,Gambir,Jakarta Pusat,0,1,0
"Setia Budi, Jakarta Selatan",4 KT - 2 KM - 77 m2,509000000,Rumah,77,72,4,2,2,SHM - Sertifikat Hak Milik,Jalan Binong Karawaci dan Jalan Diklat Pemda Karawaci Tangerang,Setia Budi,Jakarta Selatan,0,0,1
"Sawah Besar, Jakarta Pusat",5 KT - 2 KM - 200 m2,1900000000,Rumah,200,117,5,2,2,SHM - Sertifikat Hak Milik,Karang Anyar - Jakarta Pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Tambora, Jakarta Barat",8 KT - 3 KM - 350 m2,5500000000,Rumah,350,192,8,3,2,SHM - Sertifikat Hak Milik,Jembatan 5 Jakarta Barat,Tambora,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",1 KT - 2 KM - 80 m2,675000000,Rumah,80,40,1,2,2,"Lainnya (PPJB, Girik, Adat, dll)",TN Sereal - Jakarta Barat,Tambora,Jakarta Barat,0,1,0
"Sawah Besar, Jakarta Pusat",4 KT - 3 KM - 150 m2,1950000000,Rumah,150,119,4,3,2,SHM - Sertifikat Hak Milik,Kartini - Jakarta Pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Tambora, Jakarta Barat",1 KT - 3 KM - 360 m2,2800000000,Rumah,360,144,1,3,3,SHM - Sertifikat Hak Milik,Jembatan 5 Jakarta Barat,Tambora,Jakarta Barat,0,0,1
"Tambora, Jakarta Barat",2 KT - 3 KM - 500 m2,4200000000,Rumah,500,150,2,3,3,SHM - Sertifikat Hak Milik,Kota - Jakarta Barat,Tambora,Jakarta Barat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 37 m2,520000000,Rumah,37,22,2,2,2,SHM - Sertifikat Hak Milik,Jl keadilan dalam 1 kel keagungan kec taman sari kota jakarta barat,Taman Sari,Jakarta Barat,0,0,1
"Taman Sari, Jakarta Barat",3 KT - 2 KM - 118 m2,2500000000,Rumah,118,90,3,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Mangga Besar IV,Taman Sari,Jakarta Barat,0,1,0
"Palmerah, Jakarta Barat",4 KT - 2 KM - 162 m2,1825000000,Rumah,162,81,4,2,2,SHM - Sertifikat Hak Milik,Kemanggisan ilir,Palmerah,Jakarta Barat,0,0,1
"Kemayoran, Jakarta Pusat",2 KT - 2 KM - 41 m2,474100000,Rumah,41,21,2,2,2,SHM - Sertifikat Hak Milik,Jl sunter agung,Kemayoran,Jakarta Pusat,0,0,1
"Menteng, Jakarta Pusat",8 KT - 8 KM - 400 m2,18500000000,Rumah,400,543,8,8,2,SHM - Sertifikat Hak Milik,Menteng Jakarta Pusat,Menteng,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",1 KT - 2 KM - 42 m2,450000000,Rumah,42,21,1,2,2,SHM - Sertifikat Hak Milik,Kartini - Jakarta Pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",1 KT - 3 KM - 210 m2,2500000000,Rumah,210,69,1,3,3,SHM - Sertifikat Hak Milik,Petojo - Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",1 KT - 3 KM - 125 m2,2100000000,Rumah,125,57,1,3,3,SHM - Sertifikat Hak Milik,Petojo - Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",4 KT - 2 KM - 360 m2,5500000000,Rumah,360,360,4,2,1,SHM - Sertifikat Hak Milik,PEMBANGUNAN - JAKARTA PUSAT,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",4 KT - 2 KM - 250 m2,2100000000,Rumah,250,210,4,2,2,SHM - Sertifikat Hak Milik,Petojo - Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",3 KT - 2 KM - 85 m2,2400000000,Rumah,85,53,3,2,2,SHM - Sertifikat Hak Milik,Jl. Kembang Raya No. 34 Kwitang Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",5 KT - 4 KM - 120 m2,2215000000,Rumah,120,54,5,4,3,SHM - Sertifikat Hak Milik,Jalan Cempaka Putih Tengah 26 E,Cempaka Putih,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 36 m2,489800000,Rumah,36,22,2,2,2,SHM - Sertifikat Hak Milik,"Jl. Keadilan Dalam, Kel. Tamansari, Jakarta Barat",Taman Sari,Jakarta Barat,0,0,1
"Matraman, Jakarta Timur",4 KT - 3 KM - 300 m2,9500000000,Rumah,300,735,4,3,1,SHM - Sertifikat Hak Milik,Cikurai Bogor,Matraman,Jakarta Timur,0,0,1
"Pasar Baru, Jakarta Pusat",3 KT - 3 KM - 200 m2,3200000000,Rumah,200,115,3,3,2,SHM - Sertifikat Hak Milik,Ps Baru Jakarta Pusat,Pasar Baru,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",1 KT - 2 KM - 140 m2,1500000000,Rumah,140,70,1,2,2,SHM - Sertifikat Hak Milik,MANGGA BESAR - JAKARTA PUSAT,Sawah Besar,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",7 KT - 4 KM - 219 m2,7000000000,Rumah,219,296,7,4,1,SHM - Sertifikat Hak Milik,Kartini - Jakarta Pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",3 KT - 3 KM - 285 m2,3750000000,Rumah,285,105,3,3,3,SHM - Sertifikat Hak Milik,Petojo -Jakarta Pusat,Gambir,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",3 KT - 3 KM - 120 m2,3500000000,Rumah,120,360,3,3,3,SHM - Sertifikat Hak Milik,KARTINI - JAKARTA PUSAT,Sawah Besar,Jakarta Pusat,0,0,1
"Pasar Baru, Jakarta Pusat",3 KT - 3 KM - 180 m2,3200000000,Rumah,180,115,3,3,2,SHM - Sertifikat Hak Milik,PASAR BARU - JAKARTA PUSAT,Pasar Baru,Jakarta Pusat,0,0,1
"Pasar Baru, Jakarta Pusat",5 KT - 6 KM - 414 m2,9000000000,Rumah,414,207,5,6,3,SHM - Sertifikat Hak Milik,BLKG PS BARU -JAKARTA PUSAT,Pasar Baru,Jakarta Pusat,0,0,1
"Pasar Baru, Jakarta Pusat",3 KT - 2 KM - 110 m2,1500000000,Rumah,110,110,3,2,1,SHM - Sertifikat Hak Milik,BLKG PASAR BARU JAKARTA PUSAT,Pasar Baru,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",6 KT - 3 KM - 300 m2,6500000000,Rumah,300,300,6,3,2,SHM - Sertifikat Hak Milik,BLKG  GAJAH MADA  - JAKARTA PUSAT,Gambir,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",5 KT - 4 KM - 350 m2,5000000000,Rumah,350,196,5,4,2,SHM - Sertifikat Hak Milik,BLKG GAJAH MADA KOTA,Taman Sari,Jakarta Barat,0,0,1
"Gambir, Jakarta Pusat",3 KT - 3 KM - 360 m2,5500000000,Rumah,360,360,3,3,1,SHM - Sertifikat Hak Milik,PEMBANGUNAN - JAKARTA KOTA,Gambir,Jakarta Pusat,0,0,1
"Senen, Jakarta Pusat",2 KT - 3 KM - 72 m2,1404000000,Rumah,72,68,2,3,2,SHM - Sertifikat Hak Milik,Jalan Tanah Tinggi,Senen,Jakarta Pusat,0,0,1
"Cempaka Putih, Jakarta Pusat",4 KT - 5 KM - 499 m2,6900000000,Rumah,499,250,4,5,2,SHM - Sertifikat Hak Milik,Jl cempaka putih timur 7 no 14b,Cempaka Putih,Jakarta Pusat,0,0,1
"Setia Budi, Jakarta Selatan",3 KT - 2 KM - 227 m2,11000000000,Rumah,227,214,3,2,2,SHM - Sertifikat Hak Milik,Jl setiabudi VI/4 no 10 jak-sel,Setia Budi,Jakarta Selatan,0,0,1
"Sawah Besar, Jakarta Pusat",6 KT - 5 KM - 500 m2,5500000000,Rumah,500,300,6,5,2,SHM - Sertifikat Hak Milik,KARTINI - JAKARTA PUSAT,Sawah Besar,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",5 KT - 2 KM - 150 m2,750000000,Rumah,150,78,5,2,2,SHM - Sertifikat Hak Milik,Dwi warna / Kartini - Jakarta pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",1 KT - 1 KM - 65 m2,850000000,Rumah,65,65,1,1,1,HGB - Hak Guna Bangun,Karang Anyar  Jakarta Pusat,Sawah Besar,Jakarta Pusat,1,0,0
"Tambora, Jakarta Barat",3 KT - 1 KM - 72 m2,800000000,Rumah,72,77,3,1,1,"Lainnya (PPJB, Girik, Adat, dll)",Jl. Sama Rasa 1 No. 23,Tambora,Jakarta Barat,0,1,0
"Tambora, Jakarta Barat",2 KT - 3 KM - 210 m2,3300000000,Rumah,210,94,2,3,3,SHM - Sertifikat Hak Milik,Tanah Sereal - Jakarta Barat,Tambora,Jakarta Barat,0,0,1
"Gambir, Jakarta Pusat",5 KT - 3 KM - 150 m2,3900000000,Rumah,150,200,5,3,2,SHM - Sertifikat Hak Milik,BLKG GAJAH MADA - JAKARTA KOTA,Gambir,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",5 KT - 3 KM - 180 m2,2500000000,Rumah,180,90,5,3,3,SHM - Sertifikat Hak Milik,Kartini Jakarta Pusat,Sawah Besar,Jakarta Pusat,0,0,1
"Sawah Besar, Jakarta Pusat",3 KT - 2 KM - 88 m2,650000000,Rumah,88,44,3,2,2,HGB - Hak Guna Bangun,KARTINI JAKARTA PUSAT,Sawah Besar,Jakarta Pusat,1,0,0
"Cempaka Putih, Jakarta Pusat",3 KT - 3 KM - 111 m2,3550000000,Rumah,111,80,3,3,2,SHM - Sertifikat Hak Milik,Jl.cempaka putih tengah jakarta pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Taman Sari, Jakarta Barat",2 KT - 2 KM - 42 m2,485000000,Rumah,42,22,2,2,2,SHM - Sertifikat Hak Milik,Jalan Taruna 3 Serdang Kemayoran Jakarta Pusat,Taman Sari,Jakarta Barat,0,0,1
"Matraman, Jakarta Timur",2 KT - 1 KM - 45 m2,390000000,Rumah,45,30,2,1,2,SHM - Sertifikat Hak Milik,"Jl Asem Gede IV, Utan Kayu Selatan, Matraman, Jakarta Timur",Matraman,Jakarta Timur,0,0,1
"Cempaka Putih, Jakarta Pusat",3 KT - 2 KM - 75 m2,992300000,Rumah,75,25,3,2,3,SHM - Sertifikat Hak Milik,Jl. Rawasari Percetakan NegaraJakarta Pusat,Cempaka Putih,Jakarta Pusat,0,0,1
"Gambir, Jakarta Pusat",3 KT - 2 KM - 200 m2,3900000000,Rumah,200,135,3,2,2,HGB - Hak Guna Bangun,JEMBATAN 5 JAKARTA BARAT,Gambir,Jakarta Pusat,1,0,0
"Tomang, Jakarta Barat",4 KT - 3 KM - 200 m2,5800000000,Rumah,200,156,4,3,2,SHM - Sertifikat Hak Milik,Tomang - Jakarta Barat,Tomang,Jakarta Barat,0,0,1
"Tomang, Jakarta Barat",5 KT - 6 KM - 270 m2,6000000000,Rumah,270,187,5,6,2,SHM - Sertifikat Hak Milik,Tomang - Jakarta Barat,Tomang,Jakarta Barat,0,0,1
"Tomang, Jakarta Barat",5 KT - 2 KM - 250 m2,10750000000,Rumah,250,347,5,2,1,HGB - Hak Guna Bangun,Tomang - Jakarta Barat,Tomang,Jakarta Barat,1,0,0
